WKT,id,OBJECTID,LSOA11CD,LSOA11NM,BNG_E,BNG_N,LONG_,LAT,Shape_Leng,Shape__Are,Shape__Len
"POLYGON ((-1.38095959130564 54.8807354822924,-1.38442987380316 54.8785309869372,-1.38666627807934 54.8774287392596,-1.38550951724683 54.876524896164,-1.38169220649956 54.8755328732542,-1.37984138916755 54.874805389787,-1.37706516316953 54.87544469344,-1.37583128494819 54.8745628952979,-1.37741219141928 54.8729095237816,-1.37787489575228 54.8717411412433,-1.37961003700104 54.8711459274975,-1.38003418263963 54.8699995899128,-1.3836201412204 54.8684564431642,-1.38689763024584 54.8680816789538,-1.38836286063369 54.8663621725768,-1.38951962146619 54.8668030716478,-1.38801583238393 54.8684123532571,-1.38851709541135 54.8693823312133,-1.38666627807934 54.8700436798199,-1.38851709541135 54.8721379504073,-1.39005944318803 54.8725568045247,-1.39314413874139 54.8728433889209,-1.38967385624386 54.8737031421094,-1.39025223666012 54.8746510751121,-1.39137043879821 54.874805389787,-1.39245008224188 54.8778255484236,-1.39191026052004 54.8785309869372,-1.39187170182563 54.8802284483607,-1.39487927999015 54.8815952354809,-1.39549621910082 54.8827856629727,-1.39549621910082 54.8843728996284,-1.3945322517404 54.8849019785136,-1.39237296485305 54.8846594840246,-1.38863277149461 54.8827856629727,-1.38547095855242 54.8816834152951,-1.38381293469249 54.88183772997,-1.38277184994323 54.8810220666885,-1.38095959130564 54.8807354822924))",,"8692",E01008767,Sunderland 031B,"439529","553229",-1.38556,54.8723,7618.63096215,1070813.61781311,7618.63096214961
"POLYGON ((-1.36727125478763 54.8578087305988,-1.37120424161815 54.8606525296069,-1.37224532636741 54.8607186644676,-1.37332496981109 54.86197522682,-1.37089577206282 54.8628790699156,-1.37236100245066 54.8642017671287,-1.37182118072883 54.8646867561068,-1.36939198298056 54.8653921946205,-1.36557467223328 54.8661417230413,-1.36422511792869 54.8667148918336,-1.36237430059668 54.866450352391,-1.36168024409717 54.8681478138144,-1.36191159626368 54.8690957468172,-1.35932816373774 54.8702200394483,-1.35913537026566 54.8707932082406,-1.35967519198749 54.8727992990138,-1.35408418129704 54.8731079283635,-1.35173210093761 54.8694705110275,-1.34907155102284 54.8662739927626,-1.34749064455175 54.8648190258282,-1.34729785107966 54.8639592726396,-1.34826181844008 54.8623499910304,-1.34745208585733 54.8606304846534,-1.34941857927259 54.860057315861,-1.35234904004828 54.8606084396998,-1.35416129868587 54.8602336754894,-1.35481679649096 54.8595061920222,-1.35693752468389 54.8585582590195,-1.35952095720983 54.8582496296698,-1.36017645501491 54.8578307755523,-1.3624128592911 54.8581834948091,-1.36449502878961 54.858139404902,-1.36534332006678 54.8576764608775,-1.36727125478763 54.8578087305988))",,"8693",E01008768,Sunderland 028D,"441270","552478",-1.35854,54.8654,6609.4267652,1643015.01325989,6609.42676519902
"POLYGON ((-1.35913537026566 54.8707932082406,-1.35932816373774 54.8702200394483,-1.36191159626368 54.8690957468172,-1.36168024409717 54.8681478138144,-1.36237430059668 54.866450352391,-1.36422511792869 54.8667148918336,-1.36838945692572 54.8667369367871,-1.36819666345363 54.8682800835358,-1.36919918950847 54.8689193871887,-1.37236100245066 54.8676628248363,-1.37409614369942 54.8696027807488,-1.37282370678367 54.8712120623581,-1.36715557870438 54.8711018375903,-1.36464926356728 54.8707050284264,-1.36437935270636 54.8715868265685,-1.36164168540276 54.8708593431013,-1.35913537026566 54.8707932082406))",,"8694",E01008769,Sunderland 028E,"440648","552880",-1.36817,54.869,3802.10119473,311961.806594849,3802.10119473028
"POLYGON ((-1.4150454771702 54.8654583294812,-1.41196078161685 54.8653481047134,-1.4125391620331 54.8646206212462,-1.41246204464427 54.8631876992653,-1.41307898375494 54.8623279460768,-1.41165231206151 54.8615784176561,-1.4125391620331 54.8610272938173,-1.41084257947875 54.8579850902272,-1.41037987514575 54.8566844379676,-1.41338745331027 54.8556483251507,-1.41955684441698 54.8557365049649,-1.42356694863634 54.8567726177818,-1.42341271385867 54.8622177213091,-1.42271865735917 54.8624381708446,-1.42117630958249 54.8642679019894,-1.42152333783224 54.8651276551779,-1.42079072263832 54.8666046670658,-1.41639503147479 54.8655465092954,-1.4150454771702 54.8654583294812))",,"8695",E01008770,Sunderland 031C,"437527","551917",-1.41693,54.8606,3802.30968066,780454.58430481,3802.3096806607
"POLYGON ((-1.40536724487155 54.8644222166642,-1.40509733401063 54.8638049579648,-1.40602274267664 54.8619972717736,-1.40421048403904 54.8604320800714,-1.40436471881671 54.859418012208,-1.40532868617713 54.8590432479977,-1.40949302517416 54.858536214066,-1.41084257947875 54.8579850902272,-1.4125391620331 54.8610272938173,-1.41165231206151 54.8615784176561,-1.41307898375494 54.8623279460768,-1.41246204464427 54.8631876992653,-1.4125391620331 54.8646206212462,-1.41196078161685 54.8653481047134,-1.40849049911932 54.8645103964784,-1.40536724487155 54.8644222166642))",,"8696",E01008771,Sunderland 031D,"438079","552029",-1.40831,54.8616,2952.91208182,307921.671524048,2952.91208181763
"POLYGON ((-1.44381026320523 54.8826533932514,-1.44068700895746 54.8783325823553,-1.43856628076452 54.8764587613034,-1.43914466118078 54.876083997093,-1.43694681559901 54.8748715246477,-1.43548158521117 54.8749597044619,-1.43787222426502 54.8729095237816,-1.43752519601527 54.8726229393854,-1.43895186770869 54.8708372981477,-1.43752519601527 54.8699114100986,-1.43536590912792 54.870330264216,-1.43471041132283 54.8693382413062,-1.43582861346092 54.8687871174674,-1.43906754379194 54.869250061492,-1.44207512195647 54.8690957468172,-1.44303908931689 54.8676187349292,-1.44377170451081 54.8677510046505,-1.44542972837074 54.8664283074374,-1.44658648920325 54.8684123532571,-1.446933517453 54.8702861743089,-1.45086650428352 54.8702861743089,-1.45190758903278 54.8755108283007,-1.45260164553229 54.8782884924481,-1.4542211106978 54.8816613703415,-1.45503084328055 54.8828297528798,-1.45333426072621 54.8834911014863,-1.45152200208861 54.8828958877404,-1.44758901525809 54.883799730836,-1.44612378487024 54.8823888538087,-1.44381026320523 54.8826533932514))",,"8697",E01008772,Sunderland 029A,"435719","553447",-1.4449,54.8745,6549.75855537,1321456.29679871,6549.75855537416
"POLYGON ((-1.41836152489006 54.8710357027297,-1.42094495741599 54.870330264216,-1.42746137677245 54.8703523091696,-1.4300833679928 54.8699114100986,-1.4323583309634 54.8704404889838,-1.43204986140806 54.8716529614291,-1.43289815268524 54.8727552091067,-1.43193418532481 54.8742101760411,-1.42989057452072 54.8742983558553,-1.42638173332878 54.8751801539974,-1.42464659208001 54.8742101760411,-1.42487794424652 54.8727772540603,-1.41836152489006 54.8710357027297))",,"8698",E01008773,Sunderland 026A,"436762","553249",-1.42867,54.8727,3084.60857068,301164.38571167,3084.60857067859
"POLYGON ((-1.43193418532481 54.8742101760411,-1.43289815268524 54.8727552091067,-1.43204986140806 54.8716529614291,-1.4323583309634 54.8704404889838,-1.4300833679928 54.8699114100986,-1.4323583309634 54.8696027807488,-1.43343797440707 54.8679273642789,-1.4348646461005 54.8672219257653,-1.43609852432184 54.868169858768,-1.43582861346092 54.8687871174674,-1.43471041132283 54.8693382413062,-1.43536590912792 54.870330264216,-1.43752519601527 54.8699114100986,-1.43895186770869 54.8708372981477,-1.43752519601527 54.8726229393854,-1.43787222426502 54.8729095237816,-1.43548158521117 54.8749597044619,-1.43193418532481 54.8742101760411))",,"8699",E01008774,Sunderland 029B,"436376","553213",-1.43469,54.8724,3722.3904346,242151.178695679,3722.39043459874
"POLYGON ((-1.43582861346092 54.8687871174674,-1.43609852432184 54.868169858768,-1.4348646461005 54.8672219257653,-1.43343797440707 54.8679273642789,-1.43216553749132 54.8657228689238,-1.43289815268524 54.8646426661997,-1.43224265488015 54.8633640588938,-1.42854102021612 54.8580512250878,-1.43382356135124 54.8593959672545,-1.43995439376353 54.8613800130741,-1.44307764801131 54.8628349800085,-1.44635513703674 54.8648410707817,-1.44866865870176 54.8668030716478,-1.45028812386727 54.8689414321423,-1.45086650428352 54.8702861743089,-1.446933517453 54.8702861743089,-1.44658648920325 54.8684123532571,-1.44542972837074 54.8664283074374,-1.44377170451081 54.8677510046505,-1.44303908931689 54.8676187349292,-1.44207512195647 54.8690957468172,-1.43906754379194 54.869250061492,-1.43582861346092 54.8687871174674))",,"8700",E01008775,Sunderland 029C,"436062","552432",-1.43968,54.8654,5290.42784585,828698.13973999,5290.42784585
"POLYGON ((-1.42773128763337 54.8768114805602,-1.42692155505061 54.8780459979591,-1.42911940063238 54.8781782676804,-1.43070030710347 54.8791482456367,-1.42792408110545 54.8806252575246,-1.42499362032977 54.8821243143661,-1.42445379860793 54.8819699996913,-1.42144622044341 54.8788616612405,-1.42206315955408 54.8768776154209,-1.42314280299775 54.8761501319537,-1.42429956383026 54.876524896164,-1.42661308549528 54.8761942218608,-1.42773128763337 54.8768114805602))",,"8701",E01008776,Sunderland 026B,"436978","553980",-1.42521,54.8792,2660.00860491,236106.08026123,2660.00860491247
"POLYGON ((-1.41747467491847 54.8720277256395,-1.41836152489006 54.8710357027297,-1.42487794424652 54.8727772540603,-1.42464659208001 54.8742101760411,-1.42638173332878 54.8751801539974,-1.42989057452072 54.8742983558553,-1.42773128763337 54.8768114805602,-1.42661308549528 54.8761942218608,-1.42429956383026 54.876524896164,-1.42314280299775 54.8761501319537,-1.42206315955408 54.8768776154209,-1.42144622044341 54.8788616612405,-1.42129198566574 54.8787734814263,-1.41836152489006 54.8776491887952,-1.41766746839055 54.8770760200028,-1.41647214886363 54.8737913219236,-1.41747467491847 54.8720277256395))",,"8702",E01008777,Sunderland 026C,"437228","553508",-1.42138,54.875,3863.88819953,345841.882766724,3863.88819953125
"POLYGON ((-1.42773128763337 54.8768114805602,-1.42989057452072 54.8742983558553,-1.43193418532481 54.8742101760411,-1.43548158521117 54.8749597044619,-1.43694681559901 54.8748715246477,-1.43914466118078 54.876083997093,-1.43856628076452 54.8764587613034,-1.43602140693301 54.877362604399,-1.43382356135124 54.8770760200028,-1.43070030710347 54.8791482456367,-1.42911940063238 54.8781782676804,-1.42692155505061 54.8780459979591,-1.42773128763337 54.8768114805602))",,"8703",E01008778,Sunderland 026D,"436317","553676",-1.43555,54.8765,3384.49277369,217765.152389526,3384.49277368612
"POLYGON ((-1.36800386998155 54.8859380913305,-1.36642296351046 54.885078338142,-1.36403232445661 54.8820361345519,-1.36202727234693 54.878883706194,-1.36141033323626 54.8774948741203,-1.37128135900699 54.8782664474946,-1.37236100245066 54.8783105374017,-1.37112712422932 54.8793907401257,-1.37224532636741 54.8807134373388,-1.37105000684049 54.8810220666885,-1.37309361764458 54.8830722473688,-1.37239956114508 54.8833808767186,-1.37448173064359 54.8852106078633,-1.37583128494819 54.8847697087923,-1.37783633705787 54.8862687656338,-1.37648678275327 54.8870623839617,-1.37405758500501 54.8863349004945,-1.37081865467399 54.8858278665628,-1.36800386998155 54.8859380913305))",,"8704",E01008779,Sunderland 024C,"440537","554319",-1.3697,54.882,3885.70948306,511146.261611938,3885.70948305997
"POLYGON ((-1.37783633705787 54.8862687656338,-1.37583128494819 54.8847697087923,-1.37448173064359 54.8852106078633,-1.37239956114508 54.8833808767186,-1.37309361764458 54.8830722473688,-1.37105000684049 54.8810220666885,-1.37224532636741 54.8807134373388,-1.37112712422932 54.8793907401257,-1.37236100245066 54.8783105374017,-1.37498299367101 54.8785089419837,-1.3786075109462 54.8793907401257,-1.38095959130564 54.8807354822924,-1.38277184994323 54.8810220666885,-1.38381293469249 54.88183772997,-1.38547095855242 54.8816834152951,-1.38863277149461 54.8827856629727,-1.39237296485305 54.8846594840246,-1.3945322517404 54.8849019785136,-1.39379963654647 54.8860483160983,-1.39183314313121 54.8866655747977,-1.3879387149951 54.8854090124453,-1.38620357374634 54.8846594840246,-1.38616501505192 54.8840422253251,-1.38396716947016 54.8833367868115,-1.3797257130843 54.8859380913305,-1.37783633705787 54.8862687656338))",,"8705",E01008780,Sunderland 024D,"440059","554367",-1.37715,54.8825,5163.25627875,624347.617279053,5137.34250020751
"POLYGON ((-1.38897979974436 54.8962551295927,-1.38924971060528 54.894469488355,-1.39156323227029 54.8948662975189,-1.39210305399213 54.8926838471173,-1.39507207346223 54.8924854425353,-1.3952263082399 54.8914493297184,-1.39653730385008 54.8908982058796,-1.39734703643283 54.889751868295,-1.39966055809785 54.8900825425982,-1.39769406468258 54.8929483865599,-1.39900506029276 54.8935876902129,-1.40128002326336 54.8918902287895,-1.40216687323495 54.8901045875518,-1.40262957756795 54.89127297009,-1.40417192534463 54.8921768131856,-1.4027452536512 54.8933011058168,-1.40490454053855 54.8949765222867,-1.40247534279028 54.8965417139888,-1.40116434718011 54.8962330846391,-1.39815676901559 54.895549691079,-1.39511063215665 54.8971589726883,-1.39283566918605 54.8954174213577,-1.38897979974436 54.8962551295927))",,"8706",E01008781,Sunderland 022B,"438776","555568",-1.39698,54.8934,5132.07767243,403702.745437622,5132.0776724305
"POLYGON ((-1.40216687323495 54.8901045875518,-1.40008470373643 54.8896416435272,-1.3995448820146 54.8888480251993,-1.3995448820146 54.8865994399371,-1.40197407976286 54.8858940014234,-1.40220543192936 54.8851003830956,-1.40043173198618 54.883998135418,-1.397269919044 54.8835131464399,-1.39576612996174 54.8827856629727,-1.40181984498519 54.8828738427869,-1.4045575122888 54.8854971922595,-1.40737229698123 54.8867317096584,-1.40629265353756 54.8874151032185,-1.40806635348074 54.8892007444562,-1.41149807728384 54.8909422957867,-1.41045699253459 54.8912950150436,-1.40579139051014 54.8920665884179,-1.4027452536512 54.8933011058168,-1.40417192534463 54.8921768131856,-1.40262957756795 54.89127297009,-1.40216687323495 54.8901045875518))",,"8707",E01008782,Sunderland 022C,"438356","554955",-1.40361,54.8879,4898.10254044,385627.378097534,4898.10254044439
"POLYGON ((-1.38924971060528 54.894469488355,-1.39036791274337 54.8922870379534,-1.3884014193281 54.892110678325,-1.38712898241235 54.89127297009,-1.38901835843877 54.8908100260654,-1.39191026052004 54.8886496206174,-1.38820862585602 54.8871726087294,-1.38689763024584 54.8860262711447,-1.3879387149951 54.8854090124453,-1.39183314313121 54.8866655747977,-1.39352972568555 54.8870403390081,-1.39572757126732 54.8880544068715,-1.39534198432315 54.8888700701529,-1.39734703643283 54.889751868295,-1.39653730385008 54.8908982058796,-1.3952263082399 54.8914493297184,-1.39507207346223 54.8924854425353,-1.39210305399213 54.8926838471173,-1.39156323227029 54.8948662975189,-1.38924971060528 54.894469488355))",,"8708",E01008783,Sunderland 022D,"439092","555167",-1.39211,54.8897,3930.41324744,300296.082626343,3930.41324743755
"POLYGON ((-1.3879387149951 54.8854090124453,-1.38689763024584 54.8860262711447,-1.38820862585602 54.8871726087294,-1.39191026052004 54.8886496206174,-1.38901835843877 54.8908100260654,-1.38712898241235 54.89127297009,-1.38373581730366 54.8892889242704,-1.37648678275327 54.8870623839617,-1.37783633705787 54.8862687656338,-1.3797257130843 54.8859380913305,-1.38396716947016 54.8833367868115,-1.38616501505192 54.8840422253251,-1.38620357374634 54.8846594840246,-1.3879387149951 54.8854090124453))",,"8709",E01008784,Sunderland 022E,"439715","554851",-1.38244,54.8868,3634.35699063,389089.651046753,3608.44321208409
"POLYGON ((-1.39734703643283 54.889751868295,-1.39534198432315 54.8888700701529,-1.39572757126732 54.8880544068715,-1.39352972568555 54.8870403390081,-1.39183314313121 54.8866655747977,-1.39379963654647 54.8860483160983,-1.3945322517404 54.8849019785136,-1.39549621910082 54.8843728996284,-1.39549621910082 54.8827856629727,-1.39576612996174 54.8827856629727,-1.397269919044 54.8835131464399,-1.40043173198618 54.883998135418,-1.40220543192936 54.8851003830956,-1.40197407976286 54.8858940014234,-1.3995448820146 54.8865994399371,-1.3995448820146 54.8888480251993,-1.40008470373643 54.8896416435272,-1.40216687323495 54.8901045875518,-1.40128002326336 54.8918902287895,-1.39900506029276 54.8935876902129,-1.39769406468258 54.8929483865599,-1.39966055809785 54.8900825425982,-1.39734703643283 54.889751868295))",,"8710",E01008785,Sunderland 022F,"438753","554822",-1.39744,54.8867,4673.06251159,344471.535400391,4673.06251159425
"POLYGON ((-1.37097288945165 54.9250678838845,-1.37170550464557 54.9221799949693,-1.37286226547808 54.9219375004802,-1.37398046761617 54.9208793427097,-1.3772193979472 54.9218934105731,-1.3772193979472 54.9235026921824,-1.37864606964062 54.9244947150922,-1.38053544566705 54.924208130696,-1.38099815000005 54.9265228508189,-1.37305505895017 54.9263464911905,-1.37502155236543 54.9260819517479,-1.37521434583752 54.9248694793026,-1.37174406333999 54.9247151646277,-1.37097288945165 54.9250678838845))",,"8711",E01008786,Sunderland 006A,"440090","559011",-1.37602,54.9242,3149.09101062,212593.713424683,3149.09101062159
"POLYGON ((-1.37602407842027 54.919931409707,-1.37571560886494 54.9180796336087,-1.37293938286692 54.9183662180049,-1.37247667853391 54.9179032739803,-1.37205253289533 54.9174403299557,-1.37826048269645 54.9156105988109,-1.37891598050154 54.9161176327426,-1.38161508911072 54.9162499024639,-1.38261761516556 54.9157208235787,-1.3833887890539 54.9170655657453,-1.3826947325544 54.919292106054,-1.38304176080415 54.9215406913163,-1.38142229563864 54.9205927583136,-1.3797257130843 54.9207470729884,-1.37872318702946 54.9195125555895,-1.37602407842027 54.919931409707))",,"8712",E01008787,Sunderland 006B,"439988","558301",-1.37771,54.9178,2934.1921414,249772.425765991,2934.19214140447
"POLYGON ((-1.37398046761617 54.9208793427097,-1.37602407842027 54.919931409707,-1.37872318702946 54.9195125555895,-1.3797257130843 54.9207470729884,-1.38142229563864 54.9205927583136,-1.38304176080415 54.9215406913163,-1.38408284555341 54.9240097261141,-1.38053544566705 54.924208130696,-1.37864606964062 54.9244947150922,-1.3772193979472 54.9235026921824,-1.3772193979472 54.9218934105731,-1.37398046761617 54.9208793427097))",,"8713",E01008788,Sunderland 006C,"439898","558775",-1.37905,54.9221,2364.7343381,188553.532623291,2364.73433809515
"POLYGON ((-1.36314547448502 54.9218713656196,-1.36341538534594 54.9198432298928,-1.36291412231852 54.9187630271688,-1.36592170048304 54.9181457684694,-1.36650008089929 54.9194684656824,-1.36750260695413 54.9197770950322,-1.36850513300897 54.9185205326797,-1.36723269609321 54.9181898583765,-1.36904495473081 54.9167569363956,-1.36935342428614 54.9157208235787,-1.36919918950847 54.9138910924339,-1.37101144814607 54.9125904401744,-1.3708572133684 54.9117527319394,-1.37332496981109 54.9108488888438,-1.37536858061518 54.9110252484722,-1.3756384914761 54.912414080546,-1.37452028933801 54.912414080546,-1.37371055675525 54.9133620135487,-1.37482875889335 54.9141997217836,-1.37278514808925 54.914574485994,-1.37178262203441 54.9139792722481,-1.36966189384148 54.9164703519994,-1.37000892209123 54.9178150941661,-1.36950765906381 54.9192259711934,-1.37247667853391 54.9179032739803,-1.37212965028416 54.9194023308218,-1.37074153728515 54.9204384436387,-1.3685822503978 54.9198211849393,-1.36761828303738 54.9216288711305,-1.36854369170339 54.9231720178791,-1.36804242867597 54.9244285802315,-1.36638440481604 54.9248694793026,-1.36557467223328 54.9216950059911,-1.36314547448502 54.9218713656196))",,"8714",E01008789,Sunderland 006D,"440628","558899",-1.36764,54.9231,6890.44538356,348009.962554932,6890.44538355577
"POLYGON ((-1.36804242867597 54.9244285802315,-1.36854369170339 54.9231720178791,-1.36761828303738 54.9216288711305,-1.3685822503978 54.9198211849393,-1.37074153728515 54.9204384436387,-1.37212965028416 54.9194023308218,-1.37247667853391 54.9179032739803,-1.37293938286692 54.9183662180049,-1.37571560886494 54.9180796336087,-1.37602407842027 54.919931409707,-1.37398046761617 54.9208793427097,-1.37286226547808 54.9219375004802,-1.37170550464557 54.9221799949693,-1.37097288945165 54.9250678838845,-1.36946910036939 54.925486738002,-1.36804242867597 54.9244285802315))",,"8715",E01008790,Sunderland 006E,"440400","558753",-1.37122,54.9218,3348.82963888,222981.185043335,3348.82963887858
"POLYGON ((-1.37536858061518 54.9110252484722,-1.3772193979472 54.9111575181935,-1.38211635213814 54.9104520796799,-1.38512393030267 54.9101875402372,-1.38751456935651 54.9106504842618,-1.39140899749262 54.9125463502673,-1.39164034965913 54.9136706428984,-1.3902136779657 54.9129652043847,-1.38832430193927 54.9130754291525,-1.38254049777673 54.9145965309475,-1.38261761516556 54.9157208235787,-1.38161508911072 54.9162499024639,-1.37891598050154 54.9161176327426,-1.37826048269645 54.9156105988109,-1.37205253289533 54.9174403299557,-1.37247667853391 54.9179032739803,-1.36950765906381 54.9192259711934,-1.37000892209123 54.9178150941661,-1.36966189384148 54.9164703519994,-1.37178262203441 54.9139792722481,-1.37278514808925 54.914574485994,-1.37482875889335 54.9141997217836,-1.37371055675525 54.9133620135487,-1.37452028933801 54.912414080546,-1.3756384914761 54.912414080546,-1.37536858061518 54.9110252484722))",,"8716",E01008791,Sunderland 006F,"440059","557955",-1.37665,54.9147,5178.13443042,583244.062454224,5178.13443042252
"POLYGON ((-1.36314547448502 54.9218713656196,-1.36557467223328 54.9216950059911,-1.36638440481604 54.9248694793026,-1.36804242867597 54.9244285802315,-1.36946910036939 54.925486738002,-1.37097288945165 54.9250678838845,-1.37174406333999 54.9247151646277,-1.37521434583752 54.9248694793026,-1.37502155236543 54.9260819517479,-1.37305505895017 54.9263464911905,-1.37297794156133 54.9266330755867,-1.37278514808925 54.9291902901987,-1.37216820897858 54.9307113919937,-1.37031739164657 54.9308877516221,-1.3653818787612 54.9311302461112,-1.36542043745562 54.9296752791768,-1.36707846131554 54.9285068966386,-1.36611449395512 54.9261039967015,-1.36329970926268 54.9229515683436,-1.36314547448502 54.9218713656196))",,"8717",E01008792,Sunderland 002E,"440507","559242",-1.36948,54.9262,5424.66135054,375689.203598022,5424.66135054215
"POLYGON ((-1.48618626836943 54.8691839266314,-1.48715023572985 54.8679273642789,-1.48965655086695 54.8681037239073,-1.48988790303345 54.8671778358582,-1.49220142469847 54.8674864652079,-1.49258701164264 54.8666708019265,-1.48822987917353 54.8666487569729,-1.48950231608928 54.8648851606888,-1.4922785420873 54.8646647111533,-1.49193151383755 54.8640254075003,-1.49370521378073 54.863055429544,-1.49447638766907 54.8616445525167,-1.49574882458483 54.861137518585,-1.49698270280617 54.8614902378419,-1.49675135063967 54.8621956763555,-1.49883352013818 54.8643781267571,-1.49945045924885 54.8644663065713,-1.49759964191684 54.8663621725768,-1.49806234624984 54.8674203303472,-1.49756108322242 54.8691618816778,-1.49655855716758 54.8695146009346,-1.49459206375232 54.8685225780248,-1.48923240522837 54.8704625339374,-1.48799852700702 54.8702200394483,-1.48618626836943 54.8691839266314))",,"8718",E01008793,Sunderland 030A,"432629","552509",-1.49316,54.8663,4891.20464697,426681.108474731,4891.20464697206
"POLYGON ((-1.49655855716758 54.8695146009346,-1.49756108322242 54.8691618816778,-1.49806234624984 54.8674203303472,-1.49759964191684 54.8663621725768,-1.49945045924885 54.8644663065713,-1.50172542221945 54.8629892946834,-1.50380759171796 54.8635404185222,-1.50334488738496 54.8648410707817,-1.50492579385605 54.8651497001314,-1.50704652204899 54.8645103964784,-1.51009265890792 54.8641797221752,-1.50939860240842 54.8665826221123,-1.50835751765916 54.868610757839,-1.50666093510482 54.8711459274975,-1.5043474134398 54.870330264216,-1.50180253960828 54.8706609385193,-1.50106992441436 54.8733283778991,-1.49937334186002 54.8742101760411,-1.49825513972193 54.8740999512734,-1.49871784405493 54.8726890742461,-1.49547891372391 54.8705507137516,-1.49655855716758 54.8695146009346))",,"8719",E01008795,Sunderland 030B,"432019","552582",-1.50265,54.867,4830.39716126,582919.55291748,4830.39716126161
"POLYGON ((-1.48078805115106 54.8685666679319,-1.47793470776421 54.8688973422352,-1.47758767951445 54.8679494092325,-1.47913002729113 54.866891251462,-1.48256175109424 54.8673982853937,-1.48506806623134 54.8658330936915,-1.48472103798159 54.8644663065713,-1.48279310326074 54.8629011148692,-1.47893723381905 54.861534327749,-1.48159778373381 54.8602998103501,-1.4840655401765 54.8604100351178,-1.48464392059275 54.8592416525796,-1.48240751631657 54.8563537636644,-1.48325580759374 54.856419898525,-1.48711167703544 54.859175517719,-1.48915528783953 54.8603218553036,-1.4895408747837 54.8591093828583,-1.49536323764066 54.8586464388337,-1.49651999847317 54.8596605066971,-1.49821658102751 54.8599911810004,-1.49698270280617 54.8614902378419,-1.49574882458483 54.861137518585,-1.49447638766907 54.8616445525167,-1.49370521378073 54.863055429544,-1.49193151383755 54.8640254075003,-1.4922785420873 54.8646647111533,-1.48950231608928 54.8648851606888,-1.48822987917353 54.8666487569729,-1.49258701164264 54.8666708019265,-1.49220142469847 54.8674864652079,-1.48988790303345 54.8671778358582,-1.48965655086695 54.8681037239073,-1.48715023572985 54.8679273642789,-1.48618626836943 54.8691839266314,-1.48433545103742 54.8689634770958,-1.48375707062116 54.8673982853937,-1.48256175109424 54.8681478138144,-1.48078805115106 54.8685666679319))",,"8720",E01008796,Sunderland 032D,"432967","552225",-1.48792,54.8637,7259.17236426,723696.04447937,7259.17236425744
"POLYGON ((-1.49945045924885 54.8644663065713,-1.49883352013818 54.8643781267571,-1.49675135063967 54.8621956763555,-1.49698270280617 54.8614902378419,-1.49821658102751 54.8599911810004,-1.49651999847317 54.8596605066971,-1.49536323764066 54.8586464388337,-1.4895408747837 54.8591093828583,-1.48915528783953 54.8603218553036,-1.48711167703544 54.859175517719,-1.48325580759374 54.856419898525,-1.48240751631657 54.8563537636644,-1.48148210765056 54.8550972013119,-1.48344860106583 54.8545460774731,-1.4890781704507 54.8521652224896,-1.4915844855878 54.8513936491153,-1.49528612025182 54.850622075741,-1.49644288108433 54.851062974812,-1.50238092002454 54.8502693564841,-1.50338344607938 54.8511511546262,-1.5048101177728 54.8511731995797,-1.50608255468856 54.8504457161125,-1.50762490246524 54.8504016262054,-1.50777913724291 54.8513716041617,-1.51009265890792 54.8589991580905,-1.51036256976884 54.8608509341889,-1.51009265890792 54.8641797221752,-1.50704652204899 54.8645103964784,-1.50492579385605 54.8651497001314,-1.50334488738496 54.8648410707817,-1.50380759171796 54.8635404185222,-1.50172542221945 54.8629892946834,-1.49945045924885 54.8644663065713))",,"8721",E01008797,Sunderland 030C,"432367","551547",-1.49735,54.8577,6776.90234412,1852345.89706421,6776.90234412428
"POLYGON ((-1.50010595705394 54.8783105374017,-1.50045298530369 54.8763485365356,-1.49875640274935 54.8756871879291,-1.49625008761225 54.8753785585793,-1.49632720500108 54.8745628952979,-1.49825513972193 54.8740999512734,-1.49937334186002 54.8742101760411,-1.50106992441436 54.8733283778991,-1.50180253960828 54.8706609385193,-1.5043474134398 54.870330264216,-1.50666093510482 54.8711459274975,-1.5116350066846 54.8739015466914,-1.51471970223795 54.8750699292296,-1.51699466520855 54.8751360640903,-1.51714889998622 54.8757092328826,-1.51919251079032 54.8759517273717,-1.51818998473548 54.8781121328197,-1.51568366959838 54.8795009648935,-1.51275320882269 54.8807354822924,-1.51024689368559 54.8810882015492,-1.50723931552107 54.8804268529427,-1.50538849818906 54.8813527409918,-1.50500291124489 54.8809118419208,-1.50492579385605 54.8787514364727,-1.50091568963669 54.8766792108389,-1.50010595705394 54.8783105374017))",,"8722",E01008799,Sunderland 025A,"431557","553564",-1.50975,54.8759,5231.04230387,903831.208404541,5231.04230386514
"POLYGON ((-1.48757438136844 54.8741881310876,-1.48865402481211 54.8723363549892,-1.49123745733805 54.8721820403144,-1.49397512464165 54.8740558613663,-1.49632720500108 54.8745628952979,-1.49625008761225 54.8753785585793,-1.49875640274935 54.8756871879291,-1.50045298530369 54.8763485365356,-1.50010595705394 54.8783105374017,-1.49540179633507 54.878641211705,-1.49463062244674 54.8768555704673,-1.49274124642031 54.8765028512105,-1.49347386161423 54.8756651429755,-1.49166160297663 54.87544469344,-1.49073619431063 54.8760178622323,-1.48938664000603 54.8748715246477,-1.48757438136844 54.8741881310876))",,"8723",E01008800,Sunderland 030D,"432628","553514",-1.49306,54.8753,3054.51502828,255741.358428955,3054.51502828308
